target,kepid,tce_plnt_num,label,period,epoch,duration_hours,original_label
KIC_4862730,4862730,1,0,0.558355,131.953,0.859,AFP
KIC_4919818,4919818,2,0,0.603417,131.942,2.037,AFP
KIC_4920125,4920125,1,0,0.657327,131.675,1.367,AFP
KIC_4920125,4920125,2,0,0.657206,131.623,0.8899,AFP
KIC_4920125,4920125,3,0,0.656948,131.674,0.8658,AFP
KIC_4920125,4920125,4,0,0.656959,132.12,2.5,AFP
KIC_4384675,4384675,1,0,374.122,432.088,3.0,NTP
KIC_4384675,4384675,2,0,378.634,419.175,3.5,NTP
KIC_4384675,4384675,4,0,368.036,430.917,3.5,NTP
KIC_4384675,4384675,5,0,374.52,430.318,3.5,AFP
KIC_4384793,4384793,1,0,374.316,431.513,5.0,NTP
KIC_4384793,4384793,2,0,427.218,418.551,6.0,NTP
KIC_4458918,4458918,1,0,4.11956,132.818,10.22,AFP
KIC_4458918,4458918,2,0,4.12168,135.068,10.97,AFP
KIC_4458984,4458984,1,0,0.529831,131.761,1.966,AFP
KIC_4459068,4459068,1,0,24.956,149.095,2.766,AFP
KIC_4476186,4476186,4,0,1.10965,131.94,3.451,AFP
KIC_4476392,4476392,1,0,8.7619,132.633,15.39,NTP
KIC_4477104,4477104,1,0,1.16913,131.585,2.985,NTP
KIC_4540632,4540632,1,0,31.0054,150.858,1.5,AFP
KIC_4540632,4540632,2,0,31.0054,132.973,15.09,AFP
KIC_4563268,4563268,1,1,7.75191,137.414,3.528,PC
KIC_4563268,4563268,2,1,4.16537,132.04,3.243,PC
KIC_4565985,4565985,1,0,17.5119,134.397,5.382,AFP
KIC_4586482,4586482,1,0,623.006,318.151,18.34,AFP
KIC_4586482,4586482,2,0,623.006,201.386,23.55,AFP
KIC_4587135,4587135,1,1,54.083,145.264,6.619,PC
KIC_4649238,4649238,1,0,0.965712,132.014,2.23,NTP
KIC_4649238,4649238,3,0,1.41627,132.074,4.84,AFP
KIC_4649238,4649238,4,0,1.417,131.597,5.021,AFP
KIC_4667989,4667989,2,0,2.11707,133.068,4.928,AFP
KIC_4667989,4667989,3,0,1.05886,132.187,4.464,NTP
KIC_4668393,4668393,1,0,0.930164,131.746,1.33,AFP
KIC_4668393,4668393,2,0,0.930093,132.254,2.165,AFP
KIC_4680543,4680543,1,0,0.980143,131.621,1.917,AFP
KIC_4680543,4680543,2,0,0.980161,132.045,3.528,AFP
KIC_4680597,4680597,1,0,0.671088,131.75,2.228,AFP
KIC_4680597,4680597,2,0,0.6711,132.075,2.018,AFP
KIC_4743188,4743188,2,0,1.16501,131.997,3.895,AFP
KIC_4743189,4743189,1,0,0.995435,132.368,3.588,AFP
KIC_4743189,4743189,2,0,0.995468,132.015,3.405,AFP
KIC_4743189,4743189,3,0,0.995413,131.711,2.444,AFP
KIC_4761060,4761060,2,0,1.34524,132.676,4.215,AFP
KIC_4761060,4761060,3,0,1.34518,132.036,4.771,AFP
KIC_4761269,4761269,1,0,2.49287,132.604,2.72,NTP
KIC_4814502,4814502,1,1,4.94331,135.575,2.662,PC
KIC_4815520,4815520,1,1,31.5786,145.628,2.147,PC
KIC_4815612,4815612,1,0,1.92851,131.529,3.983,AFP
KIC_4842166,4842166,3,0,0.583217,131.848,2.32,NTP
KIC_4842623,4842623,1,0,459.318,260.227,6.972,NTP
KIC_4851239,4851239,1,0,1.23515,131.986,4.169,AFP
KIC_4851283,4851283,1,0,2.47018,133.302,3.328,AFP
KIC_4851283,4851283,2,0,2.47032,131.938,2.78,AFP
KIC_4862730,4862730,2,0,0.558341,131.686,1.718,AFP
KIC_4862924,4862924,1,0,482.611,314.067,13.32,NTP
KIC_4862968,4862968,1,0,0.582622,131.664,1.98,NTP
KIC_4927192,4927192,1,0,6.31274,136.792,11.02,AFP
KIC_4927192,4927192,2,0,6.31167,135.714,9.658,AFP
KIC_4927192,4927192,3,0,1.57785,132.99,4.817,NTP
KIC_4384793,4384793,3,0,296.754,141.775,50.89,NTP
KIC_4385148,4385148,1,1,13.843,139.958,4.11,PC
KIC_4385148,4385148,2,1,24.2763,152.413,4.685,PC
KIC_4386047,4386047,1,0,2.90061,133.423,3.731,AFP
KIC_4459068,4459068,2,0,24.9546,148.695,14.39,AFP
KIC_4459285,4459285,1,0,1.38491,132.438,8.56,NTP
KIC_4459924,4459924,1,0,4.79179,134.03,4.304,AFP
KIC_4477747,4477747,1,0,0.690156,132.186,2.266,AFP
KIC_4477747,4477747,2,0,0.69014,131.813,2.667,AFP
KIC_4477871,4477871,1,0,343.111,383.234,7.008,NTP
KIC_4540632,4540632,3,0,31.0061,150.698,12.5,AFP
KIC_4544571,4544571,1,0,2.18907,132.087,1.435,AFP
KIC_4544571,4544571,2,0,2.18909,133.509,0.9844,AFP
KIC_4544571,4544571,3,0,2.18906,133.638,1.892,AFP
KIC_4565985,4565985,2,0,17.5119,145.343,5.054,AFP
KIC_4566740,4566740,1,0,4.97316,133.197,11.22,NTP
KIC_4566740,4566740,2,0,0.994607,132.066,3.709,NTP
KIC_4566848,4566848,1,1,180.412,142.864,3.281,PC
KIC_4587448,4587448,1,0,2.23416,131.797,2.125,AFP
KIC_4587448,4587448,2,0,2.23418,133.09,1.413,AFP
KIC_4587528,4587528,1,0,0.593817,132.001,1.041,AFP
KIC_4587528,4587528,2,0,0.593816,131.743,1.351,AFP
KIC_4649305,4649305,1,0,22.6512,140.337,3.721,AFP
KIC_4649305,4649305,2,0,22.6517,140.563,16.81,AFP
KIC_4649305,4649305,3,0,5.97431,136.464,15.8,NTP
KIC_4669058,4669058,1,0,0.91708,132.372,3.825,NTP
KIC_4669402,4669402,1,0,143.195,227.302,10.46,NTP
KIC_4669402,4669402,2,0,8.49529,136.244,10.15,NTP
KIC_4680745,4680745,1,0,1.46355,132.066,4.968,NTP
KIC_4680772,4680772,1,0,26.1903,143.225,1.783,AFP
KIC_4743508,4743508,1,0,2.08608,133.416,2.405,AFP
KIC_4743508,4743508,2,0,2.0861,132.368,1.486,AFP
KIC_4743513,4743513,1,0,2.08608,133.416,2.248,AFP
KIC_4743513,4743513,2,0,2.08607,132.379,1.717,AFP
KIC_4763381,4763381,1,0,0.799545,132.093,2.59,AFP
KIC_4763381,4763381,2,0,0.799578,131.66,3.283,AFP
KIC_4819950,4819950,1,0,459.305,260.231,3.254,NTP
KIC_4820550,4820550,1,1,202.118,292.048,4.683,PC
KIC_4843037,4843037,1,0,0.735962,131.824,2.422,AFP
KIC_4843037,4843037,2,0,0.735981,132.066,2.049,AFP
KIC_4843592,4843592,1,0,0.967065,131.606,0.9178,AFP
KIC_4851338,4851338,1,0,1.23516,131.984,3.435,AFP
KIC_4851356,4851356,1,0,1.23517,131.98,3.392,AFP
KIC_4851457,4851457,1,0,0.576138,132.047,2.107,NTP
KIC_4863077,4863077,1,0,0.678214,131.853,1.813,AFP
KIC_4863077,4863077,2,0,0.678248,132.177,2.18,AFP
KIC_4863260,4863260,1,0,0.987061,131.918,1.223,AFP
KIC_4927315,4927315,1,0,11.7692,138.413,2.475,AFP
KIC_4927315,4927315,2,0,11.7691,142.477,2.6,AFP
KIC_4927495,4927495,1,0,4.08591,133.573,6.803,AFP
KIC_4386059,4386059,1,0,2.90064,133.421,2.482,AFP
KIC_4386091,4386091,1,0,0.794834,131.732,2.017,AFP
KIC_4386091,4386091,2,0,0.794835,132.124,2.972,AFP
KIC_4386121,4386121,1,0,459.246,260.297,7.325,NTP
KIC_4459939,4459939,1,0,0.607297,131.685,2.057,AFP
KIC_4459939,4459939,2,0,0.607323,131.953,1.967,AFP
KIC_4464287,4464287,1,0,1.4829,132.245,4.801,AFP
KIC_4464287,4464287,2,0,1.48272,132.03,3.104,AFP
KIC_4478168,4478168,1,1,14.5865,143.049,4.002,PC
KIC_4478168,4478168,2,1,8.02924,132.821,3.26,PC
KIC_4479633,4479633,1,0,0.950128,132.299,0.9133,AFP
KIC_4544571,4544571,4,0,2.18908,133.383,1.458,AFP
KIC_4544572,4544572,1,0,2.18906,132.092,1.409,AFP
KIC_4544572,4544572,2,0,2.18905,133.663,1.877,AFP
KIC_4567400,4567400,1,0,17.1687,145.185,27.36,NTP
KIC_4567531,4567531,1,0,566.92,278.743,12.62,NTP
KIC_4568117,4568117,1,0,0.562546,131.744,1.896,AFP
KIC_4588115,4588115,1,0,4.65959,132.174,14.96,AFP
KIC_4588115,4588115,2,0,4.65998,134.403,15.07,AFP
KIC_4649440,4649440,1,0,19.3707,147.668,1.377,AFP
KIC_4649440,4649440,2,0,19.3704,140.748,4.755,AFP
KIC_4669402,4669402,3,0,2.12377,133.085,7.726,NTP
KIC_4670217,4670217,1,1,18.121,134.18,3.294,PC
KIC_4670267,4670267,1,0,1.00035,132.152,3.335,AFP
KIC_4670267,4670267,3,0,1.00577,131.863,3.0,AFP
KIC_4725681,4725681,1,1,23.9679,138.287,3.842,PC
KIC_4725681,4725681,2,1,8.29558,135.795,1.157,PC
KIC_4749989,4749989,1,0,0.732234,132.022,2.325,AFP
KIC_4749989,4749989,2,0,0.732255,131.649,2.075,AFP
KIC_4750341,4750341,1,0,0.98753,131.701,3.116,AFP
KIC_4764523,4764523,1,0,6.55973,132.429,11.47,AFP
KIC_4764523,4764523,2,0,6.56139,136.98,9.742,AFP
KIC_4824268,4824268,1,0,152.151,215.016,26.81,AFP
KIC_4824268,4824268,2,0,152.152,142.242,6.536,AFP
KIC_4825872,4825872,1,0,2.57547,131.865,3.819,NTP
KIC_4843592,4843592,2,0,0.967051,132.096,0.8562,AFP
KIC_4844004,4844004,1,1,1.56808,131.808,1.132,PC
KIC_4844367,4844367,1,1,17.1625,148.609,3.932,PC
KIC_4851464,4851464,1,0,5.54825,133.22,6.044,AFP
KIC_4851464,4851464,2,0,5.54826,135.995,5.418,AFP
KIC_4863614,4863614,1,0,0.703839,131.592,1.485,AFP
KIC_4863614,4863614,2,0,0.703865,131.818,1.512,AFP
KIC_4927495,4927495,2,0,4.08585,134.439,7.164,AFP
KIC_4927495,4927495,3,0,4.08671,131.813,15.64,AFP
KIC_4927734,4927734,1,0,1.50003,132.961,4.918,AFP
KIC_4927985,4927985,1,0,3.41316,133.165,9.316,AFP
KIC_4464287,4464287,3,0,1.4828,131.667,3.425,AFP
KIC_4464394,4464394,1,0,4.1317,134.277,9.359,AFP
KIC_4464394,4464394,2,0,4.13188,132.859,12.2,AFP
KIC_4479633,4479633,2,0,0.950136,131.821,0.8809,AFP
KIC_4479949,4479949,1,0,1.4879,131.717,5.324,NTP
KIC_4479949,4479949,2,0,1.55593,132.071,5.452,NTP
KIC_4544572,4544572,3,0,2.18912,133.501,0.5665,AFP
KIC_4544620,4544620,1,0,2.18905,132.097,2.575,AFP
KIC_4544620,4544620,2,0,2.18908,133.514,1.698,AFP
KIC_4568298,4568298,1,0,0.562558,131.745,1.5,AFP
KIC_4568729,4568729,1,0,3.48009,134.186,8.383,NTP
KIC_4588115,4588115,3,0,32.5624,149.486,5.606,NTP
KIC_4633434,4633434,1,0,22.2712,134.76,4.591,AFP
KIC_4633434,4633434,2,0,22.2712,145.53,4.84,AFP
KIC_4633454,4633454,1,0,1.70551,132.752,4.95,AFP
KIC_4649462,4649462,1,0,0.946036,131.926,0.9111,AFP
KIC_4649462,4649462,2,0,0.94509,131.632,2.556,AFP
KIC_4649476,4649476,1,0,1.44871,132.247,2.799,AFP
KIC_4649476,4649476,2,0,1.44901,131.59,0.9119,AFP
KIC_4670388,4670388,1,0,1.43877,132.076,3.008,NTP
KIC_4670388,4670388,2,0,1.19711,132.35,1.084,AFP
KIC_4670388,4670388,3,0,1.19576,132.123,2.83,AFP
KIC_4670846,4670846,1,0,0.706098,131.821,1.502,AFP
KIC_4725882,4725882,1,0,631.852,148.886,12.05,NTP
KIC_4726268,4726268,1,0,0.841396,131.914,2.951,NTP
KIC_4726268,4726268,2,0,0.500744,131.627,1.503,AFP
KIC_4726268,4726268,3,0,0.500744,131.783,1.503,AFP
KIC_4750669,4750669,1,1,3.38419,131.939,2.214,PC
KIC_4751083,4751083,1,0,4.53241,135.665,3.29,AFP
KIC_4751083,4751083,2,0,4.53243,133.432,3.271,AFP
KIC_4752451,4752451,1,0,6.41504,132.856,2.807,AFP
KIC_4764523,4764523,3,0,6.56153,135.544,15.99,AFP
KIC_4764774,4764774,1,0,1.29016,132.13,3.694,AFP
KIC_4764969,4764969,1,0,0.602243,131.541,1.939,NTP
KIC_4825872,4825872,2,0,7.72698,135.844,11.52,AFP
KIC_4825872,4825872,3,0,7.73012,137.769,5.25,AFP
KIC_4826031,4826031,1,0,0.54727,131.831,1.662,AFP
KIC_4826031,4826031,2,0,0.537604,131.66,1.729,AFP
KIC_4845555,4845555,1,0,2.48976,133.757,3.702,AFP
KIC_4845555,4845555,2,0,2.48962,131.731,4.238,AFP
KIC_4851530,4851530,2,1,4.77499,135.81,1.733,PC
KIC_4852297,4852297,1,0,3.2893,133.905,1.157,AFP
KIC_4852455,4852455,1,0,285.914,321.397,11.76,NTP
KIC_4863836,4863836,1,0,1.82186,131.997,5.95,NTP
KIC_4863956,4863956,1,0,2.15916,133.16,5.515,AFP
KIC_4863956,4863956,2,0,2.16004,131.95,4.61,AFP
KIC_4927985,4927985,2,0,3.41228,133.968,4.623,AFP
KIC_4928119,4928119,1,0,44.639,156.451,3.046,AFP
KIC_4391348,4391348,1,0,1.96434,131.651,2.524,AFP
KIC_4464689,4464689,1,0,3.19188,133.522,10.13,NTP
KIC_4465188,4465188,1,0,3.31212,134.335,9.512,AFP
KIC_4465188,4465188,2,0,3.31288,132.104,10.14,AFP
KIC_4480676,4480676,1,0,0.711964,132.088,1.332,AFP
KIC_4481426,4481426,2,0,0.629688,131.899,2.028,AFP
KIC_4544623,4544623,1,0,2.18912,132.073,2.401,AFP
KIC_4544623,4544623,2,0,2.18912,133.507,1.689,AFP
KIC_4569590,4569590,1,0,41.3709,166.465,12.09,AFP
KIC_4633454,4633454,2,0,1.70568,132.075,4.782,AFP
KIC_4633570,4633570,1,1,16.7092,141.338,2.641,PC
KIC_4633570,4633570,2,1,28.5515,156.927,4.034,PC
KIC_4634135,4634135,1,0,63.9005,189.471,8.129,AFP
KIC_4649476,4649476,3,0,1.449,132.536,1.054,AFP
KIC_4650327,4650327,1,0,635.337,174.326,13.35,NTP
KIC_4650674,4650674,1,1,4.51434,134.033,3.119,PC
KIC_4670846,4670846,2,0,0.706914,131.733,1.332,AFP
KIC_4670846,4670846,3,0,0.706118,132.293,1.723,AFP
KIC_4671225,4671225,1,0,0.915887,132.307,2.404,NTP
KIC_4729553,4729553,1,0,0.959773,131.627,2.216,AFP
KIC_4729553,4729553,2,0,0.96287,131.881,1.579,AFP
KIC_4729553,4729553,3,0,0.959725,131.884,2.0,AFP
KIC_4731303,4731303,1,0,300.649,394.771,4.018,NTP
KIC_4731916,4731916,1,0,2.67107,133.486,8.393,NTP
KIC_4753561,4753561,1,0,4.94493,131.612,2.261,AFP
KIC_4753561,4753561,2,0,4.94493,134.335,3.494,AFP
KIC_4768668,4768668,1,0,0.598061,131.951,1.846,AFP
KIC_4768668,4768668,2,0,0.598064,131.579,1.637,AFP
KIC_4768668,4768668,3,0,0.781544,131.538,3.0,NTP
KIC_4826031,4826031,3,0,0.542402,131.68,2.0,AFP
KIC_4826110,4826110,1,0,1.33342,132.84,0.9201,AFP
KIC_4826439,4826439,1,0,1.23715,132.655,3.5,AFP
KIC_4827662,4827662,1,0,5.42925,135.934,14.76,AFP
KIC_4827662,4827662,2,0,5.42924,133.228,12.59,AFP
KIC_4845590,4845590,1,0,1.24661,132.228,6.892,NTP
KIC_4845862,4845862,1,0,2.44933,132.799,2.374,AFP
KIC_4846150,4846150,1,0,8.53358,137.609,13.08,NTP
KIC_4852528,4852528,1,1,7.05354,134.152,2.481,PC
KIC_4852528,4852528,2,1,9.52166,139.397,2.433,PC
KIC_4852528,4852528,3,1,3.07214,134.032,1.971,PC
KIC_4852528,4852528,4,1,0.986782,132.184,1.358,PC
KIC_4864734,4864734,1,0,1.84562,131.803,1.489,AFP
KIC_4929092,4929092,1,0,0.578047,131.794,2.67,NTP
KIC_4929299,4929299,1,0,0.868715,132.089,1.315,AFP
KIC_4929299,4929299,2,0,0.868715,131.653,1.223,AFP
KIC_4929615,4929615,1,0,459.369,260.134,5.421,NTP
KIC_4391466,4391466,1,0,4.30116,133.176,9.863,AFP
KIC_4391466,4391466,2,0,4.30097,131.75,11.63,AFP
KIC_4446044,4446044,1,0,4.62746,135.611,15.07,NTP
KIC_4465188,4465188,3,0,3.31409,132.425,7.487,AFP
KIC_4466180,4466180,1,0,0.650577,132.127,1.752,AFP
KIC_4466180,4466180,2,0,0.650557,131.811,1.719,AFP
KIC_4481426,4481426,3,0,0.629692,131.574,1.956,AFP
KIC_4481700,4481700,1,0,0.664173,131.914,1.968,AFP
KIC_4481700,4481700,2,0,0.664173,131.58,1.5,AFP
KIC_4481700,4481700,3,0,0.664173,131.742,1.5,AFP
KIC_4544628,4544628,2,0,0.729716,132.049,2.418,AFP
KIC_4544670,4544670,1,1,34.844,137.789,3.0,PC
KIC_4544684,4544684,1,0,2.18905,132.107,2.466,AFP
KIC_4569590,4569590,2,0,41.3709,145.723,15.99,AFP
KIC_4570555,4570555,1,0,4.7503,134.634,1.938,AFP
KIC_4570931,4570931,1,0,1.54491,132.012,1.086,AFP
KIC_4570949,4570949,1,1,1.54493,132.003,1.391,PC
KIC_4634135,4634135,2,0,63.9153,154.82,5.652,AFP
KIC_4636464,4636464,1,0,3.65627,132.66,7.765,AFP
KIC_4636464,4636464,2,0,3.6562,134.97,10.26,AFP
KIC_4650686,4650686,1,0,347.83,368.987,13.93,NTP
KIC_4650733,4650733,1,1,29.5391,143.917,4.112,PC
KIC_4650995,4650995,2,0,2.65013,131.802,8.787,NTP
KIC_4671225,4671225,3,0,0.610262,132.005,2.0,NTP
KIC_4672045,4672045,1,0,0.66918,131.832,1.298,AFP
KIC_4672045,4672045,2,0,0.669283,131.607,2.166,AFP
KIC_4731916,4731916,2,0,1.33478,132.779,4.434,NTP
KIC_4732015,4732015,1,0,0.93887,132.201,2.657,AFP
KIC_4732015,4732015,2,0,0.93974,131.74,3.143,AFP
KIC_4754310,4754310,1,0,1.98926,131.728,4.187,NTP
KIC_4754831,4754831,1,0,5.92531,136.879,15.14,AFP
KIC_4754831,4754831,2,0,5.92654,134.165,15.29,AFP
KIC_4768756,4768756,1,0,2.40432,133.238,3.45,AFP
KIC_4768846,4768846,1,0,1.25483,132.189,2.051,AFP
KIC_4768846,4768846,2,0,1.25484,131.566,1.624,AFP
KIC_4827723,4827723,1,1,7.23861,135.024,3.139,PC
KIC_4828341,4828341,1,1,36.1289,135.648,2.16,PC
KIC_4846856,4846856,1,1,46.1513,147.808,5.161,PC
KIC_4852528,4852528,5,1,4.64537,134.592,2.272,PC
KIC_4908774,4908774,1,0,459.286,260.241,4.6,NTP
KIC_4909697,4909697,1,0,0.518504,131.625,1.587,AFP
KIC_4909697,4909697,2,0,0.518502,131.875,1.574,AFP
KIC_4930578,4930578,1,0,4.67358,132.204,13.26,AFP
KIC_4930578,4930578,2,0,4.67366,134.828,12.92,AFP
KIC_4930578,4930578,3,0,2.33674,131.988,13.38,NTP
KIC_4930913,4930913,1,0,2.41895,133.711,5.741,AFP
KIC_4446135,4446135,2,0,1.32659,131.951,5.529,NTP
KIC_4446299,4446299,1,0,459.267,260.309,2.462,NTP
KIC_4466356,4466356,1,0,14.1281,137.119,2.548,AFP
KIC_4466677,4466677,1,1,3.22297,132.95,2.837,PC
KIC_4466677,4466677,2,1,42.0373,136.21,6.5,PC
KIC_4466677,4466677,3,1,21.0113,132.654,3.451,PC
KIC_4482231,4482231,2,0,0.631502,132.127,2.051,AFP
KIC_4482231,4482231,3,0,0.631511,131.838,2.0,AFP
KIC_4482348,4482348,1,0,374.513,430.921,5.0,AFP
KIC_4544757,4544757,1,0,487.739,254.553,12.02,NTP
KIC_4544907,4544907,1,1,46.8775,137.67,9.74,PC
KIC_4545187,4545187,1,1,3.17741,134.479,1.43,PC
KIC_4545187,4545187,2,1,41.0081,147.036,4.734,PC
KIC_4570949,4570949,2,0,1.54492,132.78,1.044,AFP
KIC_4570949,4570949,3,0,1.54496,131.815,3.3,AFP
KIC_4570949,4570949,4,0,1.54498,132.14,5.726,AFP
KIC_4636464,4636464,3,0,3.65586,133.63,7.112,AFP
KIC_4636565,4636565,1,0,2.81407,133.061,5.252,AFP
KIC_4636578,4636578,1,1,17.8485,148.391,5.628,PC
KIC_4636578,4636578,2,1,26.1364,131.616,6.576,PC
KIC_4656049,4656049,1,1,40.6994,131.869,7.169,PC
KIC_4658336,4658336,1,0,1.45015,131.859,3.382,AFP
KIC_4672512,4672512,1,0,3.3547,132.356,9.228,NTP
KIC_4673628,4673628,1,1,3.9514,132.063,0.71,PC
KIC_4676964,4676964,1,1,43.1032,140.12,7.349,PC
KIC_4733003,4733003,1,0,2.10827,132.709,2.712,AFP
KIC_4733003,4733003,2,0,2.10969,132.666,8.397,AFP
KIC_4733318,4733318,1,0,0.739568,132.111,2.519,NTP
KIC_4754831,4754831,3,0,5.92537,133.067,9.613,AFP
KIC_4755450,4755450,1,0,1.60022,132.47,2.229,AFP
KIC_4755450,4755450,2,0,1.60013,131.704,2.33,AFP
KIC_4755510,4755510,1,0,7.73296,134.572,8.064,NTP
KIC_4769007,4769007,1,0,1.81063,132.099,3.6,AFP
KIC_4769007,4769007,2,0,1.81052,132.994,4.182,AFP
KIC_4829935,4829935,1,0,16.933,132.154,1.319,AFP
KIC_4830605,4830605,1,1,35.6361,164.177,5.48,PC
KIC_4831251,4831251,1,0,459.272,260.301,3.112,NTP
KIC_4847371,4847371,1,0,0.5083,131.621,1.273,AFP
KIC_4847371,4847371,2,0,0.508305,131.783,1.329,AFP
KIC_4857058,4857058,1,1,7.32849,132.133,1.108,PC
KIC_4857058,4857058,2,1,77.9205,160.865,7.022,PC
KIC_4857213,4857213,1,1,8.77425,132.334,2.218,PC
KIC_4909707,4909707,1,0,2.30258,132.415,5.991,AFP
KIC_4909707,4909707,2,0,2.30235,133.613,2.996,AFP
KIC_4912650,4912650,1,1,100.341,152.891,8.466,PC
KIC_4930913,4930913,2,0,2.41916,132.042,7.028,AFP
KIC_4930913,4930913,3,0,2.41898,132.93,8.903,AFP
KIC_4931073,4931073,1,0,26.9513,150.923,8.463,AFP
KIC_4931073,4931073,2,0,26.9513,157.585,7.287,AFP
KIC_4448848,4448848,1,0,2.83265,134.25,12.8,NTP
KIC_4449034,4449034,1,1,38.1386,142.299,3.749,PC
KIC_4450028,4450028,1,0,3.64858,131.846,13.13,AFP
KIC_4471379,4471379,2,0,0.932523,132.087,1.768,AFP
KIC_4471379,4471379,3,0,0.932566,131.586,3.5,AFP
KIC_4482348,4482348,2,0,376.07,425.664,6.098,NTP
KIC_4482641,4482641,1,0,374.513,430.917,4.5,NTP
KIC_4482738,4482738,1,0,0.866357,132.057,1.22,AFP
KIC_4482738,4482738,2,0,0.866342,131.631,1.072,AFP
KIC_4483138,4483138,1,1,15.3626,145.574,3.808,PC
KIC_4545570,4545570,1,1,5.60476,131.629,3.09,PC
KIC_4545926,4545926,1,0,2.48268,133.777,2.038,AFP
KIC_4547321,4547321,1,0,0.576865,131.587,2.594,AFP
KIC_4571004,4571004,1,0,3.42623,133.151,11.81,AFP
KIC_4571004,4571004,2,0,3.42545,134.312,9.355,AFP
KIC_4571536,4571536,1,0,0.676715,131.766,1.072,AFP
KIC_4571780,4571780,1,0,2.07705,133.434,4.804,AFP
KIC_4636578,4636578,3,1,11.1896,140.63,5.194,PC
KIC_4638237,4638237,1,1,290.14,307.251,2.197,PC
KIC_4639291,4639291,1,0,404.86,418.791,10.78,NTP
KIC_4658336,4658336,2,0,1.45024,132.288,3.391,AFP
KIC_4658336,4658336,3,0,1.45022,132.795,5.0,AFP
KIC_4659255,4659255,1,0,198.014,234.152,9.727,AFP
KIC_4659405,4659405,1,0,4.53244,135.662,2.201,AFP
KIC_4677282,4677282,1,0,1.57215,131.791,3.956,AFP
KIC_4677446,4677446,1,0,0.782405,131.766,1.999,AFP
KIC_4677446,4677446,2,0,0.782399,132.164,1.977,AFP
KIC_4733344,4733344,1,0,0.64264,132.127,2.153,AFP
KIC_4733344,4733344,2,0,0.642622,131.819,2.175,AFP
KIC_4755510,4755510,2,0,1.13158,131.693,3.453,AFP
KIC_4755510,4755510,3,0,1.13164,132.537,2.249,AFP
KIC_4755510,4755510,4,0,1.1316,131.926,2.0,AFP
KIC_4831616,4831616,1,0,2.09117,133.12,3.711,AFP
KIC_4831616,4831616,2,0,2.09111,132.794,3.918,AFP
KIC_4831728,4831728,1,1,10.1076,135.112,3.59,PC
KIC_4831728,4831728,2,1,7.09556,134.995,4.113,PC
KIC_4847411,4847411,1,0,0.500307,131.7,2.062,NTP
KIC_4847534,4847534,1,1,9.66857,135.86,2.371,PC
KIC_4847691,4847691,1,0,4.64776,132.848,13.99,NTP
KIC_4858525,4858525,1,0,3.21951,133.083,4.573,AFP
KIC_4858525,4858525,2,0,3.2191,132.073,10.09,AFP
KIC_4912991,4912991,1,0,4.44252,133.608,2.437,AFP
KIC_4913000,4913000,1,0,4.44251,133.609,1.919,AFP
KIC_4913852,4913852,1,1,8.1144,135.766,2.231,PC
KIC_4913858,4913858,1,0,2.29025,133.309,7.816,AFP
KIC_4450028,4450028,2,0,3.64882,132.841,10.56,AFP
KIC_4450844,4450844,1,1,56.3481,163.376,8.669,PC
KIC_4451755,4451755,1,0,3.62298,134.425,11.75,NTP
KIC_4471747,4471747,1,1,51.3894,145.33,5.142,PC
KIC_4472465,4472465,1,0,0.690585,131.769,2.257,AFP
KIC_4472465,4472465,2,0,0.690616,132.095,2.21,AFP
KIC_4483235,4483235,1,0,1.76094,132.306,4.171,AFP
KIC_4483235,4483235,3,0,1.76091,132.873,4.688,AFP
KIC_4483262,4483262,1,0,1.71854,132.872,5.752,AFP
KIC_4547480,4547480,1,0,4.42694,133.565,1.607,AFP
KIC_4547603,4547603,1,1,1.40075,132.024,1.154,PC
KIC_4547830,4547830,1,0,2.42523,133.879,5.266,AFP
KIC_4571780,4571780,2,0,2.07698,131.888,2.828,AFP
KIC_4571780,4571780,3,0,2.07693,132.506,5.148,AFP
KIC_4571844,4571844,1,1,17.8076,146.882,1.635,PC
KIC_4639868,4639868,1,1,53.1009,135.972,2.281,PC
KIC_4640914,4640914,1,0,1.80015,132.087,5.513,AFP
KIC_4640914,4640914,2,0,1.80727,132.562,4.515,AFP
KIC_4640983,4640983,1,0,459.007,260.552,15.16,NTP
KIC_4659405,4659405,2,0,4.53242,133.426,1.599,AFP
KIC_4660027,4660027,1,0,0.944155,132.394,7.002,NTP
KIC_4661634,4661634,1,0,73.8942,159.901,9.496,AFP
KIC_4661634,4661634,2,0,73.8944,142.939,12.32,AFP
KIC_4678171,4678171,2,0,15.288,133.071,15.0,AFP
KIC_4678171,4678171,3,0,15.2917,139.693,1.394,AFP
KIC_4678171,4678171,4,0,15.2906,139.742,3.106,AFP
KIC_4678171,4678171,5,0,15.2887,139.904,2.594,AFP
KIC_4735826,4735826,2,1,7.54602,134.506,2.962,PC
KIC_4736208,4736208,1,0,63.6807,167.559,9.0,AFP
KIC_4736208,4736208,2,0,63.6815,145.971,15.0,AFP
KIC_4736561,4736561,1,0,2.07168,132.64,6.652,NTP
KIC_4736562,4736562,1,0,0.522097,131.76,0.8706,AFP
KIC_4756040,4756040,2,0,0.933676,132.238,1.815,AFP
KIC_4756040,4756040,3,0,0.933722,131.763,3.5,AFP
KIC_4756171,4756171,1,0,5.01231,134.542,14.48,AFP
KIC_4769799,4769799,1,0,21.9289,135.519,9.797,AFP
KIC_4769824,4769824,1,0,21.9266,135.562,10.3,AFP
